Div,Date,Y,HomeTeam,AwayTeam,FTHG,FTAG,HTHG,HTAG,pH,pD,pA
Ligue_1,2016-09-24,16,Monaco,Angers,2,1,0,0,0.5918805752776262,0.254323684689605,0.153795740032769
Ligue_1,2016-09-24,16,Montpellier,Metz,0,1,0,1,0.569392487496667,0.25421962235490875,0.17638789014842407
Ligue_1,2016-09-25,16,Marseille,Nantes,2,1,1,1,0.4728123086187017,0.2924904972235813,0.23469719415771698
Ligue_1,2016-09-25,16,Nancy,Nice,0,1,0,0,0.36124985480311306,0.3136252758740853,0.3251248693228017
Ligue_1,2016-09-25,16,St Etienne,Lille,3,1,0,0,0.398275868593637,0.3078157344020223,0.2939083970043406
Ligue_1,2016-09-30,16,Rennes,Guingamp,1,0,0,0,0.47592201396644285,0.2992761130770576,0.22480187295649948
Ligue_1,2016-10-01,16,Caen,Toulouse,1,0,0,0,0.3657859423441766,0.31504789227708113,0.3191661653787423
Ligue_1,2016-10-01,16,Dijon,Montpellier,3,3,1,2,0.36093682703388547,0.3174362973913651,0.32162687557474945
Ligue_1,2016-10-01,16,Lille,Nancy,1,0,0,0,0.5084348944597133,0.2967158046694983,0.19484930087078833
Ligue_1,2016-10-01,16,Metz,Monaco,0,7,0,3,0.209482163406214,0.263981588032221,0.526536248561565
Ligue_1,2016-10-01,16,Nantes,Bastia,1,0,1,0,0.49010712357389546,0.3096232304482705,0.2002696459778341
Ligue_1,2016-10-01,16,Paris SG,Bordeaux,2,0,2,0,0.7821322583353759,0.14768358352254077,0.07018415814208327
Ligue_1,2016-10-02,16,Angers,Marseille,1,1,0,0,0.3749975922922533,0.31149959743126476,0.3135028102764819
Ligue_1,2016-10-02,16,Lyon,St Etienne,2,0,1,0,0.5708258605841781,0.2602965924263852,0.16887754698943677
Ligue_1,2016-10-02,16,Nice,Lorient,2,1,1,0,0.5191200920833866,0.2644839493541374,0.216395958562476
Ligue_1,2016-10-14,16,Nice,Lyon,2,0,1,0,0.33568434658517815,0.2737984055946146,0.3905172478202073
Ligue_1,2016-10-14,16,Toulouse,Monaco,3,1,0,1,0.33574155787740917,0.2970804087884954,0.36717803333409543
Ligue_1,2016-10-15,16,Bastia,Angers,1,2,1,1,0.3653363845451499,0.3363614299088104,0.29830218554603977
Ligue_1,2016-10-15,16,Guingamp,Lille,1,0,1,0,0.385450177684101,0.3135655786304744,0.3009842436854245
Ligue_1,2016-10-15,16,Lorient,Nantes,1,2,0,1,0.36541337692602005,0.31884108378839,0.3157455392855901
Ligue_1,2016-10-15,16,Montpellier,Caen,3,2,1,1,0.4877338877338877,0.28274428274428276,0.2295218295218295
Ligue_1,2016-10-15,16,Nancy,Paris SG,1,2,0,2,0.08029161411624541,0.1898935650360911,0.7298148208476635
Ligue_1,2016-10-16,16,Marseille,Metz,1,0,1,0,0.6605180428812077,0.20408490677749216,0.1353970503413002
Ligue_1,2016-10-16,16,Rennes,Bordeaux,1,1,1,0,0.394812515906993,0.3105690809841633,0.29461840310884374
Ligue_1,2016-10-16,16,St Etienne,Dijon,1,1,0,1,0.5671553320984388,0.2658057687218841,0.16703889917967715
Ligue_1,2016-10-21,16,Monaco,Montpellier,6,2,1,1,0.5973997530679978,0.2443230910303033,0.1582771559016989
Ligue_1,2016-10-22,16,Angers,Toulouse,0,0,0,0,0.3637680373643567,0.3217486271077479,0.3144833355278955
Ligue_1,2016-10-22,16,Bordeaux,Nancy,1,1,0,0,0.5308959261149935,0.2823261572403434,0.18677791664466312
Ligue_1,2016-10-22,16,Dijon,Lorient,1,0,0,0,0.42943865477047893,0.29362221274969497,0.27693913247982593
Ligue_1,2016-10-22,16,Lille,Bastia,2,1,0,0,0.5572232645403377,0.27861163227016883,0.16416510318949343
Ligue_1,2016-10-22,16,Lyon,Guingamp,1,3,1,0,0.6369294992452339,0.22715667455599248,0.13591382619877376
Ligue_1,2016-10-22,16,Nantes,Rennes,1,2,1,0,0.42399935654640913,0.3186923268159284,0.2573083166376625
Ligue_1,2016-10-23,16,Caen,St Etienne,0,2,0,0,0.3625493688530938,0.316642143576241,0.3208084875706652
Ligue_1,2016-10-23,16,Metz,Nice,2,4,1,2,0.25609978789453725,0.283645404615752,0.4602548074897107
Ligue_1,2016-10-23,16,Paris SG,Marseille,0,0,0,0,0.7579057907350318,0.16027843771281824,0.08181577155214989
Ligue_1,2016-10-28,16,Lille,Paris SG,0,1,0,0,0.1411061318417547,0.24299666376719042,0.615897204391055
Ligue_1,2016-10-29,16,Bastia,Dijon,0,0,0,0,0.4277212523781288,0.3176561744046038,0.2546225732172672
Ligue_1,2016-10-29,16,Guingamp,Angers,1,0,0,0,0.40016865691869835,0.31599078410408543,0.2838405589772163
Ligue_1,2016-10-29,16,Lorient,Montpellier,2,2,2,1,0.4164392460212276,0.2891595951601402,0.29440115881863216
Ligue_1,2016-10-29,16,Nancy,Caen,2,0,2,0,0.45422743363447327,0.3110155994630947,0.23475696690243208
Ligue_1,2016-10-29,16,St Etienne,Monaco,1,1,1,1,0.35065567874641806,0.299945472896936,0.3493988483566459
Ligue_1,2016-10-29,16,Toulouse,Lyon,1,2,1,1,0.34443854423998954,0.2918446347901708,0.3637168209698397
Ligue_1,2016-10-30,16,Marseille,Bordeaux,0,0,0,0,0.45801526717557256,0.28525512253917235,0.25672961028525515
Ligue_1,2016-10-30,16,Nice,Nantes,4,1,2,0,0.4828090709583029,0.2955376737381127,0.22165325530358448
Ligue_1,2016-10-30,16,Rennes,Metz,1,0,0,0,0.605950880531773,0.2507920096802454,0.1432571097879816
Ligue_1,2016-11-04,16,Montpellier,Marseille,3,1,2,0,0.3568297957855653,0.31053225899060266,0.332637945223832
Ligue_1,2016-11-05,16,Angers,Lille,1,0,0,0,0.40316565530114207,0.3220002923527273,0.2748340523461306
Ligue_1,2016-11-05,16,Bordeaux,Lorient,2,1,1,0,0.5384542903498414,0.2670143193241679,0.1945313903259906
Ligue_1,2016-11-05,16,Dijon,Guingamp,3,3,3,1,0.3812208874724197,0.3049767099779358,0.31380240254964453
Ligue_1,2016-11-05,16,Lyon,Bastia,2,1,1,0,0.6770185115150562,0.21712843130995121,0.1058530571749925
Ligue_1,2016-11-05,16,Monaco,Nancy,6,0,2,0,0.6507441936693146,0.22859866288149228,0.12065714344919308
Ligue_1,2016-11-05,16,Nantes,Toulouse,1,1,0,1,0.4051012331043693,0.3119150069589553,0.2829837599366754
Ligue_1,2016-11-06,16,Caen,Nice,1,0,1,0,0.3076170214373977,0.29108834565867187,0.40129463290393036
Ligue_1,2016-11-06,16,Metz,St Etienne,0,0,0,0,0.24017467248908295,0.29548762736535655,0.4643377001455603
Ligue_1,2016-11-06,16,Paris SG,Rennes,4,0,2,0,0.7950659144719535,0.14381339335301513,0.06112069217503143
Ligue_1,2016-11-18,16,Lille,Lyon,0,1,0,1,0.30248501725286037,0.31014286579090744,0.3873721169562323
Ligue_1,2016-11-18,16,Lorient,Monaco,0,3,0,0,0.21648811197692247,0.25340856518228905,0.5301033228407884
Ligue_1,2016-11-19,16,Bastia,Montpellier,1,1,1,0,0.34249438724161957,0.3088952543160176,0.3486103584423628
Ligue_1,2016-11-19,16,Nancy,Dijon,1,0,0,0,0.45564171858792984,0.29369677041511144,0.2506615109969588
Ligue_1,2016-11-19,16,Paris SG,Nantes,2,0,1,0,0.7976317361077376,0.14310451736050586,0.05926374653175638
Ligue_1,2016-11-19,16,Rennes,Angers,1,1,1,0,0.41144091774268227,0.3253253768197953,0.2632337054375225
Ligue_1,2016-11-19,16,Toulouse,Metz,1,2,0,1,0.651208668364197,0.23481081791978256,0.11398051371602048
Ligue_1,2016-11-20,16,Guingamp,Bordeaux,1,1,0,1,0.38854821342660123,0.3047675049064903,0.3066842816669085
Ligue_1,2016-11-20,16,Marseille,Caen,1,0,0,0,0.5475998803965315,0.2620235986843618,0.19037652091910665
Ligue_1,2016-11-20,16,St Etienne,Nice,0,1,0,0,0.4497858751887517,0.3031165680619848,0.24709755674926354
Ligue_1,2016-11-25,16,Rennes,Toulouse,1,0,1,0,0.3949762062526354,0.30998132642611886,0.2950424673212457
Ligue_1,2016-11-26,16,Bordeaux,Dijon,3,2,0,1,0.5618642062928791,0.2607049917198959,0.177430801987225
Ligue_1,2016-11-26,16,Caen,Guingamp,1,1,0,0,0.41111622528823377,0.31129247729492465,0.27759129741684163
Ligue_1,2016-11-26,16,Metz,Lorient,3,3,1,1,0.34753331991764835,0.3110091175059209,0.34145756257643073
Ligue_1,2016-11-26,16,Monaco,Marseille,4,0,3,0,0.5876765044156388,0.24087481415554576,0.1714486814288155
Ligue_1,2016-11-26,16,Montpellier,Nancy,0,0,0,0,0.49475582958905906,0.2816962382342331,0.2235479321767079
Ligue_1,2016-11-26,16,Nantes,Lille,0,0,0,0,0.422360248447205,0.3167701863354037,0.2608695652173913
Ligue_1,2016-11-27,16,Angers,St Etienne,1,2,1,0,0.38437714024807856,0.3276234685335972,0.28799939121832435
Ligue_1,2016-11-27,16,Lyon,Paris SG,1,2,0,1,0.2594002723508323,0.2716838507072784,0.46891587694188913
Ligue_1,2016-11-27,16,Nice,Bastia,1,1,1,0,0.5877073471498468,0.25340108993993393,0.1588915629102192
Ligue_1,2016-11-29,16,Dijon,Monaco,1,1,0,1,0.16850634100516676,0.23350164396430248,0.5979920150305308
Ligue_1,2016-11-29,16,Lille,Caen,4,2,2,1,0.5482436309528703,0.27958863230929853,0.1721677367378312
Ligue_1,2016-11-29,16,Lorient,Rennes,2,1,1,1,0.3935024564067674,0.2873375708072876,0.31915997278594493
Ligue_1,2016-11-30,16,Bastia,Bordeaux,1,1,0,0,0.32491255343956477,0.3206373882627284,0.35445005829770704
Ligue_1,2016-11-30,16,Guingamp,Nice,0,1,0,1,0.3810976076994988,0.30111415916997436,0.31778823313052673
Ligue_1,2016-11-30,16,Nancy,Metz,4,0,1,0,0.4907123821645916,0.28745873274730516,0.22182888508810308
Ligue_1,2016-11-30,16,Nantes,Lyon,0,6,0,3,0.24374185825440978,0.3027849170862233,0.453473224659367
Ligue_1,2016-11-30,16,Paris SG,Angers,2,0,1,0,0.8039727103876784,0.13917124171231626,0.056856047900005306
Ligue_1,2016-11-30,16,St Etienne,Marseille,0,0,0,0,0.4316827569618316,0.30392617779867265,0.2643910652394958
Ligue_1,2016-11-30,16,Toulouse,Montpellier,1,0,1,0,0.4719929426728942,0.28736040921555617,0.24064664811154954
Ligue_1,2016-12-02,16,Caen,Dijon,3,3,3,1,0.4474152095761632,0.28989328667804654,0.2626915037457902
Ligue_1,2016-12-03,16,Angers,Lorient,2,2,1,1,0.48271968383272174,0.28511513489535023,0.23216518127192806
Ligue_1,2016-12-03,16,Bordeaux,Lille,0,1,0,1,0.4391207121457548,0.31345594243201796,0.24742334542222735
Ligue_1,2016-12-03,16,Guingamp,Nantes,2,0,1,0,0.4414370166954065,0.3058231369582597,0.2527398463463338
Ligue_1,2016-12-03,16,Monaco,Bastia,5,0,1,0,0.7332889805408042,0.18263564496615536,0.08407537449304048
Ligue_1,2016-12-03,16,Montpellier,Paris SG,3,0,1,0,0.1444940059545055,0.2221718770371099,0.6333341170083846
Ligue_1,2016-12-04,16,Marseille,Nancy,3,0,0,0,0.5357590014038015,0.2778009636908601,0.18644003490533823
Ligue_1,2016-12-04,16,Nice,Toulouse,3,0,2,0,0.4687832363277149,0.2928135530215156,0.23840321065076947
Ligue_1,2016-12-04,16,Rennes,St Etienne,2,0,0,0,0.4080497134822117,0.311268691694764,0.28068159482302424
Ligue_1,2016-12-10,16,Bastia,Metz,2,0,1,0,0.5050519035497056,0.29271776992520476,0.20223032652508957
Ligue_1,2016-12-10,16,Bordeaux,Monaco,0,4,0,2,0.2602775595705682,0.2749410840534171,0.4647813563760146
Ligue_1,2016-12-10,16,Dijon,Marseille,1,2,0,1,0.30453043959164755,0.2935892261931453,0.4018803342152071
Ligue_1,2016-12-10,16,Lille,Montpellier,2,1,2,0,0.48084264998616266,0.2957910846884576,0.22336626532537987
Ligue_1,2016-12-10,16,Nancy,Angers,2,0,1,0,0.3572184962936816,0.3261560183551006,0.31662548535121776
Ligue_1,2016-12-10,16,Toulouse,Lorient,3,2,2,1,0.48019300589179426,0.2909826274508484,0.2288243666573573
Ligue_1,2016-12-11,16,Lyon,Rennes,1,0,1,0,0.6369927650204467,0.2293173954073608,0.13368983957219252
Ligue_1,2016-12-11,16,Paris SG,Nice,2,2,0,2,0.7062921461950556,0.18636389325988081,0.1073439605450635
Ligue_1,2016-12-11,16,St Etienne,Guingamp,1,0,1,0,0.4787262581822084,0.29415709840111604,0.22711664341667562
Ligue_1,2016-12-16,16,Angers,Nantes,0,2,0,1,0.3998691610322897,0.3287514914527214,0.2713793475149889
Ligue_1,2016-12-17,16,Guingamp,Paris SG,2,1,0,0,0.12917300604869814,0.22325106296544409,0.6475759309858578
Ligue_1,2016-12-17,16,Lorient,St Etienne,2,1,1,0,0.3778374345207418,0.3046314315823481,0.3175311338969101
Ligue_1,2016-12-17,16,Montpellier,Bordeaux,4,0,2,0,0.42854842958756556,0.2969879694406229,0.27446360097181166
Ligue_1,2016-12-17,16,Rennes,Bastia,1,2,0,0,0.5382706359008693,0.27996260085648655,0.18176676324264426
Ligue_1,2016-12-17,16,Toulouse,Nancy,1,1,0,1,0.4982050583864618,0.3061071832092367,0.19568775840430158
Ligue_1,2016-12-18,16,Caen,Metz,3,0,1,0,0.533938416266331,0.271418694935385,0.19464288879828406
Ligue_1,2016-12-18,16,Marseille,Lille,2,0,0,0,0.44992109248948775,0.3041522650162581,0.24592664249425403
Ligue_1,2016-12-18,16,Monaco,Lyon,1,3,0,1,0.5193185161076304,0.258285399545594,0.22239608434677566
Ligue_1,2016-12-18,16,Nice,Dijon,2,1,1,1,0.6164267530664198,0.22597546864151818,0.15759777829206206
Ligue_1,2016-12-21,16,Bastia,Marseille,1,2,0,1,0.2904736586083238,0.3078837517110309,0.40164258968064526
Ligue_1,2016-12-21,16,Bordeaux,Nice,0,0,0,0,0.36289855966919454,0.30506160172191665,0.33203983860888886
Ligue_1,2016-12-21,16,Dijon,Toulouse,2,0,0,0,0.3884361275539431,0.2990719877792629,0.3124918846667939
Ligue_1,2016-12-21,16,Lille,Rennes,1,1,0,1,0.46554791556474495,0.2971582439774968,0.23729384045775836
Ligue_1,2016-12-21,16,Lyon,Angers,2,0,1,0,0.6563159367460997,0.21635193490081603,0.12733212835308444
Ligue_1,2016-12-21,16,Metz,Guingamp,2,2,1,0,0.3021198039340506,0.2878604621554523,0.4100197339104972
Ligue_1,2016-12-21,16,Monaco,Caen,2,1,0,0,0.7565602861247873,0.1605201922863447,0.08291952158886795
Ligue_1,2016-12-21,16,Nantes,Montpellier,1,0,1,0,0.42614541667739925,0.2966179344046335,0.2772366489179671
Ligue_1,2016-12-21,16,Paris SG,Lorient,5,0,2,0,0.8131449512971357,0.12320378049956603,0.06365126820329829
Ligue_1,2016-12-21,16,St Etienne,Nancy,0,0,0,0,0.46669599648042237,0.3126264848218213,0.22067751869775626
Ligue_1,2017-01-13,16,Lille,St Etienne,1,1,0,1,0.46899196224467227,0.30823685568910847,0.2227711820662193
Ligue_1,2017-01-14,16,Angers,Bordeaux,1,1,1,1,0.33748047527645453,0.31666187452888106,0.3458576501946644
Ligue_1,2017-01-14,16,Lorient,Guingamp,3,1,0,1,0.39976874069483603,0.28859045186254434,0.31164080744261974
Ligue_1,2017-01-14,16,Montpellier,Dijon,1,1,0,1,0.539499945460388,0.26039864034221394,0.20010141419739802
Ligue_1,2017-01-14,16,Nancy,Bastia,1,0,0,0,0.47579698111459934,0.3126230164374771,0.21158000244792374
Ligue_1,2017-01-14,16,Rennes,Paris SG,0,1,0,1,0.12262878789344468,0.23437684400737507,0.6429943680991803
Ligue_1,2017-01-14,16,Toulouse,Nantes,0,1,0,1,0.478037802885428,0.30763316021648995,0.21432903689808203
Ligue_1,2017-01-15,16,Caen,Lyon,3,2,2,2,0.2069337112837527,0.24550573807216,0.5475605506440873
Ligue_1,2017-01-15,16,Marseille,Monaco,1,4,1,3,0.30676500735326884,0.27634921342305807,0.4168857792236731
Ligue_1,2017-01-15,16,Nice,Metz,0,0,0,0,0.6624160987028439,0.21401135496553417,0.12357254633162189
Ligue_1,2017-01-18,16,Nantes,Caen,1,0,0,0,0.47567300988044836,0.28935598523884837,0.23497100488070335
Ligue_1,2017-01-20,16,Bastia,Nice,1,1,1,1,0.29631441310932594,0.31136530393392664,0.3923202829567476
Ligue_1,2017-01-21,16,Bordeaux,Toulouse,1,0,1,0,0.462403633455764,0.30020666664358836,0.23738969990064768
Ligue_1,2017-01-21,16,Dijon,Lille,0,0,0,0,0.32636427247772026,0.3011818440457974,0.3724538834764823
Ligue_1,2017-01-21,16,Guingamp,Rennes,1,1,1,0,0.42617481720983214,0.30121615166991217,0.2726090311202557
Ligue_1,2017-01-21,16,Metz,Montpellier,2,0,2,0,0.3020948222318421,0.29302290564830324,0.40488227211985467
Ligue_1,2017-01-21,16,Nantes,Paris SG,0,2,0,1,0.1016827436584638,0.20528806020122628,0.69302919614031
Ligue_1,2017-01-22,16,Lyon,Marseille,3,1,1,0,0.5768468626890038,0.2506095624535774,0.1725435748574188
Ligue_1,2017-01-22,16,Monaco,Lorient,4,0,3,0,0.7232505114657887,0.16980664182240257,0.10694284671180884
Ligue_1,2017-01-22,16,St Etienne,Angers,2,1,0,1,0.5114416931074469,0.2951219437568652,0.19343636313568788
Ligue_1,2017-01-27,16,Marseille,Montpellier,5,1,3,0,0.5734216896154914,0.2469901988016349,0.17958811158287372
Ligue_1,2017-01-28,16,Angers,Metz,2,1,2,1,0.4804005646959482,0.30667080073357694,0.21292863457047484
Ligue_1,2017-01-28,16,Bastia,Caen,1,1,1,1,0.4137505941064639,0.3119653041825095,0.27428410171102663
Ligue_1,2017-01-28,16,Lorient,Dijon,2,3,0,1,0.4673976065076329,0.27210612746544643,0.2604962660269207
Ligue_1,2017-01-28,16,Lyon,Lille,1,2,0,1,0.6553080832812685,0.22140794650546258,0.12328397021326896
Ligue_1,2017-01-28,16,Nancy,Bordeaux,0,2,0,0,0.35723844211457234,0.31767457556116696,0.3250869823242608
Ligue_1,2017-01-28,16,Rennes,Nantes,1,1,0,1,0.4478267464872703,0.30992454201341246,0.24224871149931743
Ligue_1,2017-01-29,16,Nice,Guingamp,3,1,2,0,0.48256937779640174,0.27851146947106614,0.23891915273253223
Ligue_1,2017-01-29,16,Paris SG,Monaco,1,1,0,0,0.5914998968434083,0.2307269101162231,0.17777319304036862
Ligue_1,2017-01-29,16,Toulouse,St Etienne,0,3,0,1,0.41847208069351527,0.3165714116934709,0.2649565076130137
Ligue_1,2017-02-03,16,Metz,Marseille,1,0,0,0,0.2285179562099554,0.2635328043389002,0.5079492394511445
Ligue_1,2017-02-04,16,Bordeaux,Rennes,1,1,0,0,0.4884260466086231,0.2978207601272092,0.21375319326416764
Ligue_1,2017-02-04,16,Dijon,Paris SG,1,3,1,1,0.09323803979245822,0.17894860481268127,0.7278133553948605
Ligue_1,2017-02-04,16,Guingamp,Caen,0,1,0,0,0.4949401295406026,0.272355322680164,0.23270454777923322
Ligue_1,2017-02-04,16,Lille,Lorient,0,1,0,0,0.5357336786266238,0.2628127480055136,0.2014535733678627
Ligue_1,2017-02-04,16,Monaco,Nice,3,0,0,0,0.6176641890392723,0.22129465276236968,0.16104115819835815
Ligue_1,2017-02-04,16,Montpellier,Bastia,2,1,1,1,0.5277607703015958,0.26316911726629444,0.20907011243210974
Ligue_1,2017-02-05,16,Nantes,Nancy,0,2,0,0,0.4692313874675168,0.3148391244943339,0.21592948803814935
Ligue_1,2017-02-05,16,St Etienne,Lyon,2,0,2,0,0.2593608520107201,0.27625971772246677,0.4643794302668131
Ligue_1,2017-02-05,16,Toulouse,Angers,4,0,0,0,0.4413282133013866,0.31361265318201426,0.24505913351659908
Ligue_1,2017-02-07,16,Caen,Bordeaux,0,4,0,2,0.3755506354812267,0.29678773624656213,0.32766162827221124
Ligue_1,2017-02-07,16,Montpellier,Monaco,1,2,0,2,0.20169886838089204,0.24477525986927348,0.5535258717498345
Ligue_1,2017-02-07,16,Paris SG,Lille,2,1,0,0,0.7996004143446331,0.1438809005162909,0.05651868513907603
Ligue_1,2017-02-08,16,Angers,Rennes,0,0,0,0,0.38412703269133686,0.3147363429148373,0.3011366243938258
Ligue_1,2017-02-08,16,Lorient,Toulouse,1,1,0,1,0.4150542048401844,0.2937883678838655,0.29115742727595023
Ligue_1,2017-02-08,16,Lyon,Nancy,4,0,2,0,0.6854071835923193,0.20361468633914087,0.11097813006853972
Ligue_1,2017-02-08,16,Marseille,Guingamp,2,0,1,0,0.5734348723843584,0.25060135811141626,0.1759637695042255
Ligue_1,2017-02-08,16,Metz,Dijon,2,1,0,0,0.388432808788259,0.2919060928318952,0.3196610983798459
Ligue_1,2017-02-08,16,Nice,St Etienne,1,0,1,0,0.4759418380822727,0.28951951574737655,0.2345386461703507
Ligue_1,2017-02-10,16,Bordeaux,Paris SG,0,3,0,2,0.16849661217826875,0.23819107463643338,0.5933123131852978
Ligue_1,2017-02-11,16,Dijon,Caen,2,0,1,0,0.4206951658010388,0.2780663204155014,0.3012385137834598
Ligue_1,2017-02-11,16,Guingamp,Lyon,2,1,2,1,0.2559124518971133,0.26140119081179675,0.48268635729108994
Ligue_1,2017-02-11,16,Lille,Angers,1,2,1,1,0.5024445470472528,0.2944841151878158,0.20307133776493136
Ligue_1,2017-02-11,16,Monaco,Metz,5,0,3,0,0.7747610285868151,0.14701790602701614,0.07822106538616883
Ligue_1,2017-02-11,16,Nancy,Montpellier,0,3,0,2,0.3885412092632544,0.30764619408541594,0.3038125966513297
Ligue_1,2017-02-11,16,Toulouse,Bastia,4,1,2,0,0.5356743136906026,0.286743309093205,0.1775823772161925
Ligue_1,2017-02-12,16,Nantes,Marseille,3,2,2,0,0.30182842872824805,0.29364633276874735,0.4045252385030046
Ligue_1,2017-02-12,16,Rennes,Nice,2,2,2,0,0.35845074793619264,0.32499534479548137,0.316553907268326
Ligue_1,2017-02-12,16,St Etienne,Lorient,4,0,2,0,0.5105230150165063,0.2693643532269412,0.22011263175655243
Ligue_1,2017-02-17,16,Bastia,Monaco,1,1,1,0,0.13967757232896227,0.22310056175198095,0.6372218659190567
Ligue_1,2017-02-18,16,Angers,Nancy,1,0,1,0,0.45986242464560284,0.315504317232582,0.22463325812181525
Ligue_1,2017-02-18,16,Caen,Lille,0,1,0,0,0.3681396057672646,0.3077507745373032,0.3241096196954323
Ligue_1,2017-02-18,16,Lorient,Nice,0,1,0,1,0.33622414943295525,0.2901934623082054,0.37358238825883916
Ligue_1,2017-02-18,16,Marseille,Rennes,2,0,0,0,0.5697723753442204,0.25046549147522285,0.17976213318055664
Ligue_1,2017-02-18,16,Metz,Nantes,1,1,0,0,0.3169915231358998,0.31596566060147946,0.3670428162626208
Ligue_1,2017-02-19,16,Bordeaux,Guingamp,3,0,2,0,0.49725009569863265,0.27766672010521937,0.2250831841961478
Ligue_1,2017-02-19,16,Lyon,Dijon,4,2,1,1,0.7186011672459076,0.1806465041505424,0.10075232860354995
Ligue_1,2017-02-19,16,Montpellier,St Etienne,2,1,0,1,0.42576039177508335,0.2972534442576039,0.27698616396731274
Ligue_1,2017-02-19,16,Paris SG,Toulouse,0,0,0,0,0.807106001228229,0.13911656146526452,0.05377743730650644
Ligue_1,2017-02-21,16,Caen,Nancy,1,0,1,0,0.44766061638366955,0.30401873636024906,0.24832064725608133
Ligue_1,2017-02-24,16,Nantes,Dijon,3,1,1,1,0.5578059442479626,0.25903389495419893,0.18316016079783842
Ligue_1,2017-02-24,16,Nice,Montpellier,2,1,0,1,0.47817855953946153,0.2833138864323399,0.23850755402819854
Ligue_1,2017-02-25,16,Angers,Bastia,3,0,1,0,0.5336880122322328,0.27837904960816756,0.18793293815959952
Ligue_1,2017-02-25,16,Guingamp,Monaco,1,2,0,1,0.20090723837455068,0.2536127736364458,0.5454799879890035
Ligue_1,2017-02-25,16,Lille,Bordeaux,2,3,0,1,0.390545371567658,0.30995664410131585,0.29949798433102603
Ligue_1,2017-02-25,16,Nancy,Toulouse,0,0,0,0,0.33751970266010234,0.3340520344820876,0.32842826285781
Ligue_1,2017-02-25,16,Rennes,Lorient,1,0,1,0,0.4494606543513401,0.29114317013206203,0.2593961755165979
Ligue_1,2017-02-26,16,Lyon,Metz,5,0,1,0,0.7873849887095143,0.13947962657139967,0.07313538471908597
Ligue_1,2017-02-26,16,Marseille,Paris SG,1,5,0,2,0.17768561201442362,0.24509899747718233,0.577215390508394
Ligue_1,2017-02-26,16,St Etienne,Caen,0,1,0,1,0.5476228507535911,0.2670599107784636,0.1853172384679453
Ligue_1,2017-03-01,16,Bastia,Nantes,2,2,0,0,0.3077616320494206,0.31987028642513554,0.372368081525444
Ligue_1,2017-03-03,16,Bordeaux,Lyon,1,1,1,0,0.29123567108944853,0.2672984926437404,0.44146583626681113
Ligue_1,2017-03-04,16,Bastia,St Etienne,0,0,0,0,0.2843563342196244,0.312609687940164,0.4030339778402115
Ligue_1,2017-03-04,16,Caen,Angers,2,3,1,2,0.4101787020587313,0.3108997805413313,0.27892151739993726
Ligue_1,2017-03-04,16,Dijon,Nice,0,1,0,0,0.2911132065665303,0.2885293615378333,0.42035743189563646
Ligue_1,2017-03-04,16,Metz,Rennes,1,1,1,0,0.31582340413284987,0.30592298394059747,0.37825361192655266
Ligue_1,2017-03-04,16,Montpellier,Guingamp,1,1,0,0,0.4853323655718866,0.2755700719772576,0.23909756245085584
Ligue_1,2017-03-04,16,Paris SG,Nancy,1,0,0,0,0.8472276155245356,0.1104661856976435,0.04230619877782092
Ligue_1,2017-03-05,16,Lorient,Marseille,1,4,0,2,0.29746235029052526,0.2819874303332148,0.4205502193762599
Ligue_1,2017-03-05,16,Monaco,Nantes,4,0,3,0,0.6962235432113512,0.19851587790140357,0.10526057888724531
Ligue_1,2017-03-05,16,Toulouse,Lille,1,1,1,0,0.45627967678338377,0.30899952794824087,0.23472079526837528
Ligue_1,2017-03-10,16,Marseille,Angers,3,0,2,0,0.5734541157936195,0.25143757384797166,0.17510831035840882
Ligue_1,2017-03-10,16,Nice,Caen,2,2,0,1,0.5768161458065181,0.25469803840807287,0.16848581578540905
Ligue_1,2017-03-11,16,Guingamp,Bastia,5,0,0,0,0.5549310252442686,0.27281525263405376,0.1722537221216777
Ligue_1,2017-03-11,16,Monaco,Bordeaux,2,1,0,0,0.6588566000426498,0.20399744101738945,0.13714595893996084
Ligue_1,2017-03-11,16,Montpellier,Nantes,2,3,1,1,0.45842470280875885,0.29499837371077225,0.24657692348046878
Ligue_1,2017-03-11,16,Nancy,Lille,1,2,1,0,0.3563245971175132,0.3287304363979751,0.31494496648451165
Ligue_1,2017-03-11,16,Rennes,Dijon,1,1,0,1,0.5516928352889756,0.2668022728036849,0.18150489190733957
Ligue_1,2017-03-12,16,Lorient,Paris SG,1,2,0,1,0.09526921257577013,0.1649509170441966,0.7397798703800332
Ligue_1,2017-03-12,16,Lyon,Toulouse,4,0,1,0,0.6582393129025962,0.2033808315440172,0.13837985555338672
Ligue_1,2017-03-12,16,St Etienne,Metz,2,2,0,1,0.599719012180048,0.25194381181790676,0.14833717600204524
Ligue_1,2017-03-17,16,Lille,Marseille,0,0,0,0,0.3079710144927536,0.3079710144927536,0.3840579710144928
Ligue_1,2017-03-17,16,Metz,Bastia,1,0,0,0,0.5360516543519611,0.2665691650717633,0.19737918057627546
Ligue_1,2017-03-18,16,Angers,Guingamp,3,0,0,0,0.43338755636101617,0.3037763245521141,0.2628361190868696
Ligue_1,2017-03-18,16,Bordeaux,Montpellier,5,1,3,0,0.47784544093826253,0.2753685591847615,0.24678599987697605
